1,the,83,149
2,the,83,8
3,the,83,13
4,chapter,46,7
5,chapter,46,7
6,chapter,46,5
7,chapter,46,4
8,gutenberg,4,6
9,gutenberg,4,4
10,revolution,3,4
11,monseigneur,2,3
12,achievements,1,3
13,communications,1,5
14,communications,1,4
