1,the,83,59
2,the,83,5
3,the,83,7
4,chapter,46,7
5,chapter,46,4
6,chapter,46,4
7,chapter,46,4
8,gutenberg,4,2
9,gutenberg,4,3
10,revolution,3,2
11,monseigneur,2,2
12,achievements,1,2
13,communications,1,1
14,communications,1,2
