1,the,4085,254
2,the,4085,619
3,the,4085,584
4,that,955,222
5,there,269,719
6,little,156,200
7,defarge,137,72
8,business,101,64
9,monseigneur,82,42
10,monseigneur,82,32
11,monseigneur,82,24
12,circumstances,11,26
13,circumstances,11,24
14,correspondence,3,23
