1,the,4085,69
2,the,4085,143
3,the,4085,138
4,that,955,152
5,there,269,117
6,little,156,85
7,defarge,137,96
8,business,101,38
9,monseigneur,82,33
10,monseigneur,82,53
11,monseigneur,82,42
12,circumstances,11,43
13,circumstances,11,27
14,correspondence,3,31
