1,the,1236,103
2,the,1236,50
3,the,1236,60
4,that,242,106
5,there,69,148
6,chapter,52,36
7,chapter,52,32
8,business,45,25
9,gentleman,25,17
10,passengers,14,18
11,blunderbuss,4,18
12,confidential,4,14
13,establishment,3,22
14,communications,2,16
