1,the,7610,239
2,the,7610,150
3,the,7610,155
4,that,1825,129
5,there,531,164
6,defarge,256,109
7,defarge,256,71
8,prisoner,138,78
9,monseigneur,109,68
10,monseigneur,109,73
11,monseigneur,109,52
12,circumstances,21,56
13,circumstances,21,79
14,affectionately,3,63
