1,the,1817,296
2,the,1817,346
3,the,1817,566
4,that,400,320
5,which,102,152
6,prisoner,71,94
7,prisoner,71,77
8,prisoner,71,32
9,gentleman,42,46
10,passengers,19,34
11,immediately,6,29
12,establishment,5,22
13,establishment,5,24
14,acknowledgment,2,18
