1,the,5953,814
2,the,5953,702
3,the,5953,526
4,that,1378,532
5,there,396,545
6,defarge,219,361
7,defarge,219,223
8,business,120,165
9,monseigneur,108,96
10,monseigneur,108,54
11,monseigneur,108,44
12,circumstances,15,49
13,circumstances,15,45
14,affectionately,3,44
