1,the,5274,207
2,the,5274,128
3,the,5274,162
4,that,1236,128
5,there,356,125
6,little,185,84
7,defarge,178,97
8,monsieur,114,72
9,monseigneur,102,52
10,monseigneur,102,53
11,monseigneur,102,57
12,circumstances,14,60
13,circumstances,14,58
14,affectionately,3,58
