1,the,7107,188
2,the,7107,238
3,the,7107,161
4,that,1658,126
5,there,488,133
6,defarge,231,127
7,defarge,231,75
8,business,133,91
9,monseigneur,109,71
10,monseigneur,109,61
11,monseigneur,109,63
12,circumstances,18,97
13,circumstances,18,65
14,affectionately,3,61
