1,the,4598,158
2,the,4598,160
3,the,4598,91
4,that,1105,139
5,there,322,135
6,little,175,130
7,defarge,158,119
8,business,106,105
9,monseigneur,82,49
10,monseigneur,82,44
11,monseigneur,82,38
12,circumstances,13,70
13,circumstances,13,63
14,affectionately,3,43
