1,the,2403,209
2,the,2403,289
3,the,2403,223
4,that,526,210
5,there,146,96
6,little,81,85
7,business,78,76
8,business,78,55
9,gentleman,44,38
10,monseigneur,42,31
11,monseigneur,42,31
12,particularly,6,31
13,establishment,5,21
14,accomplishments,2,18
