1,the,669,60
2,the,669,52
3,the,669,44
4,that,119,41
5,chapter,50,38
6,chapter,50,35
7,chapter,50,28
8,business,28,23
9,passenger,22,22
10,passengers,14,18
11,blunderbuss,4,24
12,confidential,3,47
13,accommodation,1,74
14,characteristic,1,16
