1,the,4598,427
2,the,4598,334
3,the,4598,340
4,that,1105,388
5,there,322,324
6,little,175,238
7,defarge,158,117
8,business,106,107
9,monseigneur,82,112
10,monseigneur,82,64
11,monseigneur,82,49
12,circumstances,13,37
13,circumstances,13,42
14,affectionately,3,44
