1,the,8153,242
2,the,8153,216
3,the,8153,214
4,that,1947,222
5,there,587,113
6,defarge,302,163
7,defarge,302,101
8,prisoner,138,95
9,monseigneur,109,82
10,monseigneur,109,66
11,monseigneur,109,57
12,circumstances,22,76
13,circumstances,22,55
14,disappointment,4,56
