1,the,1817,58
2,the,1817,47
3,the,1817,36
4,that,400,37
5,which,102,42
6,prisoner,71,56
7,prisoner,71,40
8,prisoner,71,29
9,gentleman,42,25
10,passengers,19,14
11,immediately,6,22
12,establishment,5,33
13,establishment,5,20
14,acknowledgment,2,23
