1,the,3084,78
2,the,3084,61
3,the,3084,75
4,that,663,85
5,there,178,60
6,little,109,34
7,business,81,26
8,business,81,24
9,monseigneur,80,22
10,monseigneur,80,23
11,monseigneur,80,32
12,circumstances,7,27
13,circumstances,7,21
14,accomplishments,2,21
