1,the,3516,309
2,the,3516,559
3,the,3516,328
4,that,801,198
5,there,223,162
6,little,127,164
7,business,94,109
8,business,94,62
9,monseigneur,80,70
10,monseigneur,80,42
11,monseigneur,80,33
12,conversation,10,29
13,circumstances,9,35
14,accomplishments,2,33
