1,the,6560,445
2,the,6560,407
3,the,6560,258
4,that,1496,146
5,there,436,219
6,defarge,223,148
7,defarge,223,139
8,business,127,83
9,monseigneur,109,101
10,monseigneur,109,80
11,monseigneur,109,97
12,circumstances,17,85
13,circumstances,17,68
14,affectionately,3,84
