1,the,6560,863
2,the,6560,639
3,the,6560,1069
4,that,1496,1031
5,there,436,1260
6,defarge,223,575
7,defarge,223,410
8,business,127,206
9,monseigneur,109,227
10,monseigneur,109,143
11,monseigneur,109,98
12,circumstances,17,141
13,circumstances,17,154
14,affectionately,3,73
