1,the,7107,1074
2,the,7107,753
3,the,7107,835
4,that,1658,723
5,there,488,483
6,defarge,231,390
7,defarge,231,295
8,business,133,156
9,monseigneur,109,96
10,monseigneur,109,77
11,monseigneur,109,57
12,circumstances,18,57
13,circumstances,18,85
14,affectionately,3,92
