1,the,8153,677
2,the,8153,912
3,the,8153,683
4,that,1947,660
5,there,587,947
6,defarge,302,362
7,defarge,302,370
8,prisoner,138,183
9,monseigneur,109,89
10,monseigneur,109,59
11,monseigneur,109,59
12,circumstances,22,60
13,circumstances,22,54
14,disappointment,4,54
