1,the,3516,94
2,the,3516,58
3,the,3516,82
4,that,801,79
5,there,223,66
6,little,127,45
7,business,94,49
8,business,94,57
9,monseigneur,80,53
10,monseigneur,80,39
11,monseigneur,80,46
12,conversation,10,30
13,circumstances,9,26
14,accomplishments,2,20
